id	created_at	text
697852625786695680	2016-02-11 18:40:06	"""We can bring an end to this shame by being more inclusive""-Turkey MP &amp; Inclusion Advocate @safakpavey #TEDxNations https://t.co/oqPWM5XTOE"
697851539092799488	2016-02-11 18:35:47	Thanks from #DC to @TEDxPdNations for today's diverse, amazing talks. We leave ever more inspired and committed to action! #TEDxNations
697850463329329152	2016-02-11 18:31:30	It's snowing! @UNGeneva #TEDxNations https://t.co/Tl5a1jEhR3
697850410741194753	2016-02-11 18:31:18	TEDx asks: How do YOU transform lives? #TEDxNations #peace #love #transformation #Geneva… https://t.co/pZ8P6YWiYh
697849471141548032	2016-02-11 18:27:33	#TEDxNations is over now, here are some pics of the RoomXX where speakers inspired us today! Thank you so muchs https://t.co/66EouaBJOq
697849341000728577	2016-02-11 18:27:02	@KhumaloThabitha silenced the audience with the story of the power of her #community in fighting #HIV #TEDxNations https://t.co/nAt1MTsj4h
697849091846492160	2016-02-11 18:26:03	@KhumaloThabitha silenced the audience with the story of the power of her #community in fighting #HIV #TEDxNations https://t.co/ulqrjaYVpj
697848808215068674	2016-02-11 18:24:55	Our ED @pathfindernig , extreme right @TEDxPdNations #TEDxNations lagosViewingParty https://t.co/LOCr8gOHQi
697848586751627264	2016-02-11 18:24:03	"""No-one's afraid of a frock"" #dress4ourtime disarming public to engage with #RefugeeCrisis#TEDxNations https://t.co/oQKdn2J5J4"
697848533018345472	2016-02-11 18:23:50	Some of the participants @TEDxPdNations #TEDxNations lagosViewingParty https://t.co/vjUiV7cvOM
697847953478832128	2016-02-11 18:21:32	Some of the participants @TEDxPdNations #TEDxNations lagosViewingParty https://t.co/HT1oP3WhQl
697847862269472769	2016-02-11 18:21:10	Closing our viewing party with our last guest, Marco Brandão, @TEDxRio, who is sharing his experiences. #TEDxNations https://t.co/mudzeN03IZ
697847798536892416	2016-02-11 18:20:55	Girls &amp; women are disproportionately affected by humanitarians crises - Sarah Craven, @UNFPA | #TEDxNations via @unfoundation
697847763233611776	2016-02-11 18:20:46	A great finish to an amazing event. Thank you #UNGeneva for an inspiring #TEDxNations https://t.co/0wXsl0zv8v
697847450048921600	2016-02-11 18:19:32	No amount of humanitarian assist.ll solve t conflict in #Syria.It requires a political solution-@SamInterAction|#TEDxNations v @unfoundation
697847241852260354	2016-02-11 18:18:42	Thabitha Khumalo: powerful talk on power of listening, esp. by political leaders. Particularly applicable for #DC watch party. #TEDxNations.
697847194351759360	2016-02-11 18:18:31	We need parliamentarians who want to do something,not who want to be somebody!- MP Thabitha Khumalo at #TEDxNations https://t.co/HO2XZ7hZDV
697847124009086977	2016-02-11 18:18:14	Director @UNICLagos @ronkayanja closing and thanking pple @TEDxPdNations #TEDxNations lagosViewingParty https://t.co/UFPtHDAkYx
697847087053062144	2016-02-11 18:18:05	"UNGeneva: ""Let's go further"" - message of cookstove technologist RanyeeCleanCook at #TEDxNations, with isostandar… https://t.co/rJmIhdtGXu"
697847082263146496	2016-02-11 18:18:04	UNGeneva: The last #TEDxNations speaker is Democracy Advocate KhumaloThabitha. Watch: https://t.co/OhZF2aOLzh IPU… https://t.co/50jCGoOytx
697846785763643392	2016-02-11 18:16:53	Closing from #TEDxNations lagosViewingParty @TEDxPdNations https://t.co/41a4sw6pxd
697846724652568577	2016-02-11 18:16:39	Last remarks from Richard Golob of @UNAGB, at closing of the @TEDxNations live stream. It's been an inspiring a.m.! https://t.co/8u1JC5UTcC
697846620583567361	2016-02-11 18:16:14	It was #exciting and #inspirational to meet global change makers @TEDxPdNations #TEDxNations. Let's stay in contact https://t.co/YzmMHkQlJr!
697846462386991104	2016-02-11 18:15:36	Closing #TEDxNations lagosViewingParty @TEDxPdNations until nextbyear https://t.co/Yu37cE0h5v
697846431500148736	2016-02-11 18:15:29	"Thabitha Khumalo closes ""Transforming Lives"" #TEDxNations on an inspiring positive note! https://t.co/gEG9L9uCji"
